tab,row,sector,name,column,standard_value,country_value,matched,usability,usabililty_justification,approximate_match,best_match,token_match,label_match,issue,list_name,country
choices,436,,pnta,name,pnta,pnta,matched,,,,,,,,l_energy_lighting_source,SOM
choices,436,,pnta,list_name,l_energy_lighting_source,l_energy_lighting_source,matched,,,,,,,,l_energy_lighting_source,SOM
choices,438,,ownership,name,ownership,ownership,matched,,,,,,,,l_hlp_occupancy,SOM
choices,438,,ownership,list_name,l_hlp_occupancy,l_hlp_occupancy,matched,,,,,,,,l_hlp_occupancy,SOM
choices,439,,rented,name,rented,rented,matched,,,,,,,,l_hlp_occupancy,SOM
choices,439,,rented,list_name,l_hlp_occupancy,l_hlp_occupancy,matched,,,,,,,,l_hlp_occupancy,SOM
choices,440,,hosted_free,name,hosted_free,hosted_free,matched,,,,,,,,l_hlp_occupancy,SOM
choices,440,,hosted_free,list_name,l_hlp_occupancy,l_hlp_occupancy,matched,,,,,,,,l_hlp_occupancy,SOM
choices,441,,no_agreement,name,no_agreement,no_agreement,matched,,,,,,,,l_hlp_occupancy,SOM
choices,441,,no_agreement,list_name,l_hlp_occupancy,l_hlp_occupancy,matched,,,,,,,,l_hlp_occupancy,SOM
choices,442,,other,name,other,other,matched,,,,,,,,l_hlp_occupancy,SOM
choices,442,,other,list_name,l_hlp_occupancy,l_hlp_occupancy,matched,,,,,,,,l_hlp_occupancy,SOM
choices,443,,dnk,name,dnk,dnk,matched,,,,,,,,l_hlp_occupancy,SOM
choices,443,,dnk,list_name,l_hlp_occupancy,l_hlp_occupancy,matched,,,,,,,,l_hlp_occupancy,SOM
choices,444,,pnta,name,pnta,pnta,matched,,,,,,,,l_hlp_occupancy,SOM
choices,444,,pnta,list_name,l_hlp_occupancy,l_hlp_occupancy,matched,,,,,,,,l_hlp_occupancy,SOM
choices,446,,left_married,name,left_married,left_married,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,446,,left_married,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,447,,left_employment,name,left_employment,left_employment,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,447,,left_employment,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,448,,left_study,name,left_study,left_study,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,448,,left_study,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,449,,left_armed_groups,name,left_armed_groups,left_armed_groups,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,449,,left_armed_groups,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,450,,stayed_in_origin,name,stayed_in_origin,stayed_in_origin,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,450,,stayed_in_origin,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,451,,separated_displacement,name,separated_displacement,separated_displacement,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,451,,separated_displacement,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,452,,kidnapped,name,kidnapped,kidnapped,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,452,,kidnapped,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,453,,missing,name,missing,missing,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,453,,missing,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,454,,detained,name,detained,detained,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,454,,detained,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,455,,other,name,other,other,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,455,,other,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,456,,dnk,name,dnk,dnk,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,456,,dnk,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,457,,pnta,name,pnta,pnta,matched,,,,,,,,l_prot_child_sep_reason,SOM
choices,457,,pnta,list_name,l_prot_child_sep_reason,l_prot_child_sep_reason,matched,,,,,,,,l_prot_child_sep_reason,SOM
survey,2,,audit,name,audit,audit,matched,,,,,,,,,TES
survey,2,,audit,type,audit,audit,matched,,,,,,,,,TES
survey,2,,audit,calculation,,,matched,,,,,,,,,TES
survey,2,,audit,relevant,,,matched,,,,,,,,,TES
survey,2,,audit,constraint,,,matched,,,,,,,,,TES
survey,3,,start,name,start,start,matched,,,,,,,,,TES
survey,3,,start,type,start,start,matched,,,,,,,,,TES
survey,3,,start,calculation,,,matched,,,,,,,,,TES
survey,3,,start,relevant,,,matched,,,,,,,,,TES
survey,3,,start,constraint,,,matched,,,,,,,,,TES
survey,4,,end,name,end,end,matched,,,,,,,,,TES
survey,4,,end,type,end,end,matched,,,,,,,,,TES
survey,4,,end,calculation,,,matched,,,,,,,,,TES
survey,4,,end,relevant,,,matched,,,,,,,,,TES
survey,4,,end,constraint,,,matched,,,,,,,,,TES
survey,5,,today,name,today,today,matched,,,,,,,,,TES
survey,5,,today,type,today,today,matched,,,,,,,,,TES
survey,5,,today,calculation,,,matched,,,,,,,,,TES
survey,5,,today,relevant,,,matched,,,,,,,,,TES
survey,5,,today,constraint,,,matched,,,,,,,,,TES
survey,6,,deviceid,name,deviceid,deviceid,matched,,,,,,,,,TES
survey,6,,deviceid,type,deviceid,deviceid,matched,,,,,,,,,TES
survey,6,,deviceid,calculation,,,matched,,,,,,,,,TES
survey,6,,deviceid,relevant,,,matched,,,,,,,,,TES
survey,6,,deviceid,constraint,,,matched,,,,,,,,,TES
survey,7,,instance_name,name,instance_name,instance_name,matched,,,,,,,,,TES
survey,7,,instance_name,type,calculate,calculate,matched,,,,,,,,,TES
survey,7,,instance_name,calculation,uuid(),uuid(),matched,,,,,,,,,TES
survey,7,,instance_name,relevant,,,matched,,,,,,,,,TES
survey,7,,instance_name,constraint,,,matched,,,,,,,,,TES
survey,9,,survey_modality,name,survey_modality,survey_modality,matched,,,,,,,,,TES
survey,9,,survey_modality,type,select_one l_survey_modality,select_one l_survey_modality,matched,,,,,,,,,TES
survey,9,,survey_modality,calculation,,,matched,,,,,,,,,TES
survey,9,,survey_modality,relevant,,,matched,,,,,,,,,TES
survey,9,,survey_modality,constraint,,,matched,,,,,,,,,TES
survey,10,,enum_id,name,enum_id,enum_id,matched,,,,,,,,,TES
survey,10,,enum_id,type,select_one l_enum_id,select_one l_enum_id,matched,,,,,,,,,TES
survey,10,,enum_id,calculation,,,matched,,,,,,,,,TES
survey,10,,enum_id,relevant,,,matched,,,,,,,,,TES
survey,10,,enum_id,constraint,,,matched,,,,,,,,,TES
survey,11,,enum_gender,name,enum_gender,enum_gender,matched,,,,,,,,,TES
survey,11,,enum_gender,type,select_one l_gender,select_one l_gender,matched,,,,,,,,,TES
survey,11,,enum_gender,calculation,,,matched,,,,,,,,,TES
survey,11,,enum_gender,relevant,,,matched,,,,,,,,,TES
survey,11,,enum_gender,constraint,,,matched,,,,,,,,,TES
survey,12,,enum_age,name,enum_age,enum_age,matched,,,,,,,,,TES
survey,12,,enum_age,type,integer,integer,matched,,,,,,,,,TES
survey,12,,enum_age,calculation,,,matched,,,,,,,,,TES
survey,12,,enum_age,relevant,,,matched,,,,,,,,,TES
survey,12,,enum_age,constraint,. >= 18 and . <= 120,. >= 18 and . <= 120,matched,,,,,,,,,TES
survey,13,,admin1,name,admin1,admin1,matched,,,,,,,,,TES
survey,13,,admin1,type,select_one l_admin1,select_one l_admin1,matched,,,,,,,,,TES
survey,13,,admin1,calculation,,,matched,,,,,,,,,TES
survey,13,,admin1,relevant,,,matched,,,,,,,,,TES
survey,13,,admin1,constraint,,,matched,,,,,,,,,TES
survey,14,,admin2,name,admin2,admin2,matched,,,,,,,,,TES
survey,14,,admin2,type,select_one l_admin2,select_one l_admin2,matched,,,,,,,,,TES
survey,14,,admin2,calculation,,,matched,,,,,,,,,TES
survey,14,,admin2,relevant,,,matched,,,,,,,,,TES
survey,14,,admin2,constraint,,,matched,,,,,,,,,TES
survey,15,,admin3,name,admin3,admin3,matched,,,,,,,,,TES
survey,15,,admin3,type,select_one l_admin3,select_one l_admin3,matched,,,,,,,,,TES
survey,15,,admin3,calculation,,,matched,,,,,,,,,TES
survey,15,,admin3,relevant,,,matched,,,,,,,,,TES
survey,15,,admin3,constraint,,,matched,,,,,,,,,TES
survey,16,,admin4,name,admin4,admin4,matched,,,,,,,,,TES
survey,16,,admin4,type,select_one l_admin4,select_one l_admin4,matched,,,,,,,,,TES
survey,16,,admin4,calculation,,,matched,,,,,,,,,TES
survey,16,,admin4,relevant,,,matched,,,,,,,,,TES
survey,16,,admin4,constraint,,,matched,,,,,,,,,TES
survey,17,,cluster_id,name,cluster_id,cluster_id,matched,,,,,,,,,TES
survey,17,,cluster_id,type,select_one l_cluster_id,select_one l_cluster_id,matched,,,,,,,,,TES
survey,17,,cluster_id,calculation,,,matched,,,,,,,,,TES
survey,17,,cluster_id,relevant,,,matched,,,,,,,,,TES
survey,17,,cluster_id,constraint,,,matched,,,,,,,,,TES
survey,18,,consent,name,consent,consent,matched,,,,,,,,,TES
survey,18,,consent,type,select_one l_yn,select_one l_yn,matched,,,,,,,,,TES
survey,18,,consent,calculation,,,matched,,,,,,,,,TES
survey,18,,consent,relevant,,,matched,,,,,,,,,TES
survey,18,,consent,constraint,,,matched,,,,,,,,,TES
survey,19,,consent_no_note,name,consent_no_note,consent_no_note,matched,,,,,,,,,TES
survey,19,,consent_no_note,type,note,note,matched,,,,,,,,,TES
survey,19,,consent_no_note,calculation,,,matched,,,,,,,,,TES
survey,19,,consent_no_note,relevant,"selected(${consent},'no')","selected(${consent},'no')",matched,,,,,,,,,TES
survey,19,,consent_no_note,constraint,,,matched,,,,,,,,,TES
survey,20,,intro_hh,name,intro_hh,intro_hh,matched,,,,,,,,,TES
survey,20,,intro_hh,type,note,note,matched,,,,,,,,,TES
survey,20,,intro_hh,calculation,,,matched,,,,,,,,,TES
survey,20,,intro_hh,relevant,"selected(${consent},'yes')","selected(${consent},'yes')",matched,,,,,,,,,TES
survey,20,,intro_hh,constraint,,,matched,,,,,,,,,TES
survey,24,,resp_gender,name,resp_gender,resp_gender,matched,,,,,,,,,TES
survey,24,,resp_gender,type,select_one l_gender,select_one l_gender,matched,,,,,,,,,TES
survey,24,,resp_gender,calculation,,,matched,,,,,,,,,TES
survey,24,,resp_gender,relevant,,,matched,,,,,,,,,TES
survey,24,,resp_gender,constraint,,,matched,,,,,,,,,TES
survey,25,,resp_age,name,resp_age,resp_age,matched,,,,,,,,,TES
survey,25,,resp_age,type,integer,integer,matched,,,,,,,,,TES
survey,25,,resp_age,calculation,,,matched,,,,,,,,,TES
survey,25,,resp_age,relevant,,,matched,,,,,,,,,TES
survey,25,,resp_age,constraint,.>= 18 and .<= 120,.>= 18 and .<= 120,matched,,,,,,,,,TES
survey,26,,resp_hoh_yn,name,resp_hoh_yn,resp_hoh_yn,matched,,,,,,,,,TES
survey,26,,resp_hoh_yn,type,select_one l_yn,select_one l_yn,matched,,,,,,,,,TES
survey,26,,resp_hoh_yn,calculation,,,matched,,,,,,,,,TES
survey,26,,resp_hoh_yn,relevant,,,matched,,,,,,,,,TES
survey,26,,resp_hoh_yn,constraint,,,matched,,,,,,,,,TES
survey,27,,hoh_gender,name,hoh_gender,hoh_gender,matched,,,,,,,,,TES
survey,27,,hoh_gender,type,select_one l_gender,select_one l_gender,matched,,,,,,,,,TES
survey,27,,hoh_gender,calculation,,,matched,,,,,,,,,TES
survey,27,,hoh_gender,relevant,"selected(${resp_hoh_yn},'no')","selected(${resp_hoh_yn},'no')",matched,,,,,,,,,TES
survey,27,,hoh_gender,constraint,,,matched,,,,,,,,,TES
survey,28,,hoh_age,name,hoh_age,hoh_age,matched,,,,,,,,,TES
survey,28,,hoh_age,type,integer,integer,matched,,,,,,,,,TES
survey,28,,hoh_age,calculation,,,matched,,,,,,,,,TES
survey,28,,hoh_age,relevant,"selected(${resp_hoh_yn},'no')","selected(${resp_hoh_yn},'no')",matched,,,,,,,,,TES
survey,28,,hoh_age,constraint,.>= 10 and .<= 120,.>= 10 and .<= 120,matched,,,,,,,,,TES
survey,29,,setting,name,setting,setting,matched,,,,,,,,,TES
survey,29,,setting,type,select_one l_setting,select_one l_setting,matched,,,,,,,,,TES
survey,29,,setting,calculation,,,matched,,,,,,,,,TES
survey,29,,setting,relevant,,,matched,,,,,,,,,TES
survey,29,,setting,constraint,,,matched,,,,,,,,,TES
survey,30,,hh_size,name,hh_size,hh_size,matched,,,,,,,,,TES
survey,30,,hh_size,type,integer,integer,matched,,,,,,,,,TES
survey,30,,hh_size,calculation,,,matched,,,,,,,,,TES
survey,30,,hh_size,relevant,,,matched,,,,,,,,,TES
survey,30,,hh_size,constraint,"if(${resp_hoh_yn}='no', . >= 2 and . <= 30, . >= 1 and . <= 30)","if(${resp_hoh_yn}='no', . >= 2 and . <= 30, . >= 1 and . <= 30)",matched,,,,,,,,,TES
survey,31,,repeat_intro_hh,name,repeat_intro_hh,repeat_intro_hh,matched,,,,,,,,,TES
survey,31,,repeat_intro_hh,type,note,note,matched,,,,,,,,,TES
survey,31,,repeat_intro_hh,calculation,,,matched,,,,,,,,,TES
survey,31,,repeat_intro_hh,relevant,,,matched,,,,,,,,,TES
survey,31,,repeat_intro_hh,constraint,,,matched,,,,,,,,,TES
survey,33,,parent_instance_name,name,parent_instance_name,parent_instance_name,matched,,,,,,,,,TES
survey,33,,parent_instance_name,type,calculate,calculate,matched,,,,,,,,,TES
survey,33,,parent_instance_name,calculation,${instance_name},${instance_name},matched,,,,,,,,,TES
survey,33,,parent_instance_name,relevant,,,matched,,,,,,,,,TES
survey,33,,parent_instance_name,constraint,,,matched,,,,,,,,,TES
survey,34,,person_id,name,person_id,person_id,matched,,,,,,,,,TES
survey,34,,person_id,type,calculate,calculate,matched,,,,,,,,,TES
survey,34,,person_id,calculation,uuid(),uuid(),matched,,,,,,,,,TES
survey,34,,person_id,relevant,,,matched,,,,,,,,,TES
survey,34,,person_id,constraint,,,matched,,,,,,,,,TES
survey,35,,ind_pos,name,ind_pos,ind_pos,matched,,,,,,,,,TES
survey,35,,ind_pos,type,calculate,calculate,matched,,,,,,,,,TES
survey,35,,ind_pos,calculation,position(..),position(..),matched,,,,,,,,,TES
survey,35,,ind_pos,relevant,,,matched,,,,,,,,,TES
survey,35,,ind_pos,constraint,,,matched,,,,,,,,,TES
survey,36,,note_resp,name,note_resp,note_resp,matched,,,,,,,,,TES
survey,36,,note_resp,type,note,note,matched,,,,,,,,,TES
survey,36,,note_resp,calculation,,,matched,,,,,,,,,TES
survey,36,,note_resp,relevant,${ind_pos}=1,${ind_pos}=1,matched,,,,,,,,,TES
survey,36,,note_resp,constraint,,,matched,,,,,,,,,TES
survey,37,,ind_gender,name,ind_gender,ind_gender,matched,,,,,,,,,TES
survey,37,,ind_gender,type,select_one l_gender,select_one l_gender,matched,,,,,,,,,TES
survey,37,,ind_gender,calculation,,,matched,,,,,,,,,TES
survey,37,,ind_gender,relevant,,,matched,,,,,,,,,TES
survey,37,,ind_gender,constraint,,,matched,,,,,,,,,TES
survey,38,,ind_age,name,ind_age,ind_age,matched,,,,,,,,,TES
survey,38,,ind_age,type,integer,integer,matched,,,,,,,,,TES
survey,38,,ind_age,calculation,,,matched,,,,,,,,,TES
survey,38,,ind_age,relevant,,,matched,,,,,,,,,TES
survey,38,,ind_age,constraint,. >= 0 and . < 120,. >= 0 and . < 120,matched,,,,,,,,,TES
survey,39,,check_gender,name,check_gender,check_gender,matched,,,,,,,,,TES
survey,39,,check_gender,type,calculate,calculate,matched,,,,,,,,,TES
survey,39,,check_gender,calculation,"if(${ind_pos}=1 and (${resp_gender}!=${ind_gender}),1,0)","if(${ind_pos}=1 and (${resp_gender}!=${ind_gender}),1,0)",matched,,,,,,,,,TES
survey,39,,check_gender,relevant,,,matched,,,,,,,,,TES
survey,39,,check_gender,constraint,,,matched,,,,,,,,,TES
survey,40,,check_age,name,check_age,check_age,matched,,,,,,,,,TES
survey,40,,check_age,type,calculate,calculate,matched,,,,,,,,,TES
survey,40,,check_age,calculation,"if(${ind_pos}=1 and (${resp_age}!=${ind_age}),1,0)","if(${ind_pos}=1 and (${resp_age}!=${ind_age}),1,0)",matched,,,,,,,,,TES
survey,40,,check_age,relevant,,,matched,,,,,,,,,TES
survey,40,,check_age,constraint,,,matched,,,,,,,,,TES
survey,41,,note_resp_gender_mismatch,name,note_resp_gender_mismatch,note_resp_gender_mismatch,matched,,,,,,,,,TES
survey,41,,note_resp_gender_mismatch,type,note,note,matched,,,,,,,,,TES
survey,41,,note_resp_gender_mismatch,calculation,,,matched,,,,,,,,,TES
survey,41,,note_resp_gender_mismatch,relevant,${check_gender}=1,${check_gender}=1,matched,,,,,,,,,TES
survey,41,,note_resp_gender_mismatch,constraint,,,matched,,,,,,,,,TES
survey,42,,note_resp_age_mismatch,name,note_resp_age_mismatch,note_resp_age_mismatch,matched,,,,,,,,,TES
survey,42,,note_resp_age_mismatch,type,note,note,matched,,,,,,,,,TES
survey,42,,note_resp_age_mismatch,calculation,,,matched,,,,,,,,,TES
survey,42,,note_resp_age_mismatch,relevant,${check_age}=1,${check_age}=1,matched,,,,,,,,,TES
survey,42,,note_resp_age_mismatch,constraint,,,matched,,,,,,,,,TES
survey,43,,ind_age_under1,name,ind_age_under1,ind_age_under1,matched,,,,,,,,,TES
survey,43,,ind_age_under1,type,select_one l_ind_age_under1,select_one l_ind_age_under1,matched,,,,,,,,,TES
survey,43,,ind_age_under1,calculation,,,matched,,,,,,,,,TES
survey,43,,ind_age_under1,relevant,${ind_age} = 0,${ind_age} = 0,matched,,,,,,,,,TES
survey,43,,ind_age_under1,constraint,,,matched,,,,,,,,,TES
survey,44,,ind_age_2_11,name,ind_age_2_11,ind_age_2_11,matched,,,,,,,,,TES
survey,44,,ind_age_2_11,type,calculate,calculate,matched,,,,,,,,,TES
survey,44,,ind_age_2_11,calculation,"if(${ind_age} >= 2 and ${ind_age} <= 11, 1, 0)","if(${ind_age} >= 2 and ${ind_age} <= 11, 1, 0)",matched,,,,,,,,,TES
survey,44,,ind_age_2_11,relevant,,,matched,,,,,,,,,TES
survey,44,,ind_age_2_11,constraint,,,matched,,,,,,,,,TES
survey,45,,ind_f,name,ind_f,ind_f,matched,,,,,,,,,TES
survey,45,,ind_f,type,calculate,calculate,matched,,,,,,,,,TES
survey,45,,ind_f,calculation,"if(selected(${ind_gender}, ""female""), 1, 0)","if(selected(${ind_gender}, ""female""), 1, 0)",matched,,,,,,,,,TES
survey,45,,ind_f,relevant,,,matched,,,,,,,,,TES
survey,45,,ind_f,constraint,,,matched,,,,,,,,,TES
survey,46,,ind_age_5_17,name,ind_age_5_17,ind_age_5_17,matched,,,,,,,,,TES
survey,46,,ind_age_5_17,type,calculate,calculate,matched,,,,,,,,,TES
survey,46,,ind_age_5_17,calculation,"if(${ind_age} >= 5 and ${ind_age} <= 17, 1, 0)","if(${ind_age} >= 5 and ${ind_age} <= 17, 1, 0)",matched,,,,,,,,,TES
survey,46,,ind_age_5_17,relevant,,,matched,,,,,,,,,TES
survey,46,,ind_age_5_17,constraint,,,matched,,,,,,,,,TES
survey,47,,ind_m_age_5_17,name,ind_m_age_5_17,ind_m_age_5_17,matched,,,,,,,,,TES
survey,47,,ind_m_age_5_17,type,calculate,calculate,matched,,,,,,,,,TES
survey,47,,ind_m_age_5_17,calculation,"if(selected(${ind_gender}, ""male"") and ${ind_age_5_17} = 1, 1, 0)","if(selected(${ind_gender}, ""male"") and ${ind_age_5_17} = 1, 1, 0)",matched,,,,,,,,,TES
survey,47,,ind_m_age_5_17,relevant,,,matched,,,,,,,,,TES
survey,47,,ind_m_age_5_17,constraint,,,matched,,,,,,,,,TES
survey,48,,ind_f_age_5_17,name,ind_f_age_5_17,ind_f_age_5_17,matched,,,,,,,,,TES
survey,48,,ind_f_age_5_17,type,calculate,calculate,matched,,,,,,,,,TES
survey,48,,ind_f_age_5_17,calculation,"if(selected(${ind_gender}, ""female"") and ${ind_age_5_17} = 1, 1, 0)","if(selected(${ind_gender}, ""female"") and ${ind_age_5_17} = 1, 1, 0)",matched,,,,,,,,,TES
survey,48,,ind_f_age_5_17,relevant,,,matched,,,,,,,,,TES
survey,48,,ind_f_age_5_17,constraint,,,matched,,,,,,,,,TES
survey,49,,ind_age_0_1,name,ind_age_0_1,ind_age_0_1,matched,,,,,,,,,TES
survey,49,,ind_age_0_1,type,calculate,calculate,matched,,,,,,,,,TES
survey,49,,ind_age_0_1,calculation,"if(${ind_age} >= 0 and ${ind_age} <= 1, 1, 0)","if(${ind_age} >= 0 and ${ind_age} <= 1, 1, 0)",matched,,,,,,,,,TES
survey,49,,ind_age_0_1,relevant,,,matched,,,,,,,,,TES
survey,49,,ind_age_0_1,constraint,,,matched,,,,,,,,,TES
survey,50,,ind_age_0_4,name,ind_age_0_4,ind_age_0_4,matched,,,,,,,,,TES
survey,50,,ind_age_0_4,type,calculate,calculate,matched,,,,,,,,,TES
survey,50,,ind_age_0_4,calculation,"if(${ind_age} >= 0 and ${ind_age} <= 4, 1, 0)","if(${ind_age} >= 0 and ${ind_age} <= 4, 1, 0)",matched,,,,,,,,,TES
survey,50,,ind_age_0_4,relevant,,,matched,,,,,,,,,TES
survey,50,,ind_age_0_4,constraint,,,matched,,,,,,,,,TES
survey,51,,ind_age_0_5,name,ind_age_0_5,ind_age_0_5,matched,,,,,,,,,TES
survey,51,,ind_age_0_5,type,calculate,calculate,matched,,,,,,,,,TES
survey,51,,ind_age_0_5,calculation,"if(${ind_age} >= 0 and ${ind_age} <= 5, 1, 0)","if(${ind_age} >= 0 and ${ind_age} <= 5, 1, 0)",matched,,,,,,,,,TES
survey,51,,ind_age_0_5,relevant,,,matched,,,,,,,,,TES
survey,51,,ind_age_0_5,constraint,,,matched,,,,,,,,,TES
survey,52,,ind_f_age_above18,name,ind_f_age_above18,ind_f_age_above18,matched,,,,,,,,,TES
survey,52,,ind_f_age_above18,type,calculate,calculate,matched,,,,,,,,,TES
survey,52,,ind_f_age_above18,calculation,"if(selected(${ind_gender}, ""female"") and ${ind_age} >= 18, 1, 0)","if(selected(${ind_gender}, ""female"") and ${ind_age} >= 18, 1, 0)",matched,,,,,,,,,TES
survey,52,,ind_f_age_above18,relevant,,,matched,,,,,,,,,TES
survey,52,,ind_f_age_above18,constraint,,,matched,,,,,,,,,TES
survey,53,,ind_m_age_above18,name,ind_m_age_above18,ind_m_age_above18,matched,,,,,,,,,TES
survey,53,,ind_m_age_above18,type,calculate,calculate,matched,,,,,,,,,TES
survey,53,,ind_m_age_above18,calculation,"if(selected(${ind_gender}, ""male"") and ${ind_age} >= 18, 1, 0)","if(selected(${ind_gender}, ""male"") and ${ind_age} >= 18, 1, 0)",matched,,,,,,,,,TES
survey,53,,ind_m_age_above18,relevant,,,matched,,,,,,,,,TES
survey,53,,ind_m_age_above18,constraint,,,matched,,,,,,,,,TES
survey,54,,ind_age_schooling,name,ind_age_schooling,ind_age_schooling,matched,,,,,,,,,TES
survey,54,,ind_age_schooling,type,calculate,calculate,matched,,,,,,,,,TES
survey,54,,ind_age_schooling,calculation,"if(${ind_age} >= 5 and ${ind_age} <= 18, 1, 0)","if(${ind_age} >= 5 and ${ind_age} <= 18, 1, 0)",matched,,,,,,,,,TES
survey,54,,ind_age_schooling,relevant,,,matched,,,,,,,,,TES
survey,54,,ind_age_schooling,constraint,,,matched,,,,,,,,,TES
survey,56,,ind_age_2_11_n,name,ind_age_2_11_n,ind_age_2_11_n,matched,,,,,,,,,TES
survey,56,,ind_age_2_11_n,type,calculate,calculate,matched,,,,,,,,,TES
survey,56,,ind_age_2_11_n,calculation,sum(${ind_age_2_11}),sum(${ind_age_2_11}),matched,,,,,,,,,TES
survey,56,,ind_age_2_11_n,relevant,,,matched,,,,,,,,,TES
survey,56,,ind_age_2_11_n,constraint,,,matched,,,,,,,,,TES
survey,57,,ind_f_n,name,ind_f_n,ind_f_n,matched,,,,,,,,,TES
survey,57,,ind_f_n,type,calculate,calculate,matched,,,,,,,,,TES
survey,57,,ind_f_n,calculation,sum(${ind_f}),sum(${ind_f}),matched,,,,,,,,,TES
survey,57,,ind_f_n,relevant,,,matched,,,,,,,,,TES
survey,57,,ind_f_n,constraint,,,matched,,,,,,,,,TES
survey,58,,ind_age_5_17_n,name,ind_age_5_17_n,ind_age_5_17_n,matched,,,,,,,,,TES
survey,58,,ind_age_5_17_n,type,calculate,calculate,matched,,,,,,,,,TES
survey,58,,ind_age_5_17_n,calculation,sum(${ind_age_5_17}),sum(${ind_age_5_17}),matched,,,,,,,,,TES
survey,58,,ind_age_5_17_n,relevant,,,matched,,,,,,,,,TES
survey,58,,ind_age_5_17_n,constraint,,,matched,,,,,,,,,TES
survey,59,,ind_m_age_5_17_n,name,ind_m_age_5_17_n,ind_m_age_5_17_n,matched,,,,,,,,,TES
survey,59,,ind_m_age_5_17_n,type,calculate,calculate,matched,,,,,,,,,TES
survey,59,,ind_m_age_5_17_n,calculation,sum(${ind_m_age_5_17}),sum(${ind_m_age_5_17}),matched,,,,,,,,,TES
survey,59,,ind_m_age_5_17_n,relevant,,,matched,,,,,,,,,TES
survey,59,,ind_m_age_5_17_n,constraint,,,matched,,,,,,,,,TES
survey,60,,ind_f_age_5_17_n,name,ind_f_age_5_17_n,ind_f_age_5_17_n,matched,,,,,,,,,TES
survey,60,,ind_f_age_5_17_n,type,calculate,calculate,matched,,,,,,,,,TES
survey,60,,ind_f_age_5_17_n,calculation,sum(${ind_f_age_5_17}),sum(${ind_f_age_5_17}),matched,,,,,,,,,TES
survey,60,,ind_f_age_5_17_n,relevant,,,matched,,,,,,,,,TES
survey,60,,ind_f_age_5_17_n,constraint,,,matched,,,,,,,,,TES
survey,61,,ind_age_0_1_n,name,ind_age_0_1_n,ind_age_0_1_n,matched,,,,,,,,,TES
survey,61,,ind_age_0_1_n,type,calculate,calculate,matched,,,,,,,,,TES
survey,61,,ind_age_0_1_n,calculation,sum(${ind_age_0_1}),sum(${ind_age_0_1}),matched,,,,,,,,,TES
survey,61,,ind_age_0_1_n,relevant,,,matched,,,,,,,,,TES
survey,61,,ind_age_0_1_n,constraint,,,matched,,,,,,,,,TES
survey,62,,ind_age_0_4_n,name,ind_age_0_4_n,ind_age_0_4_n,matched,,,,,,,,,TES
survey,62,,ind_age_0_4_n,type,calculate,calculate,matched,,,,,,,,,TES
survey,62,,ind_age_0_4_n,calculation,sum(${ind_age_0_4}),sum(${ind_age_0_4}),matched,,,,,,,,,TES
survey,62,,ind_age_0_4_n,relevant,,,matched,,,,,,,,,TES
survey,62,,ind_age_0_4_n,constraint,,,matched,,,,,,,,,TES
survey,63,,ind_age_0_5_n,name,ind_age_0_5_n,ind_age_0_5_n,matched,,,,,,,,,TES
survey,63,,ind_age_0_5_n,type,calculate,calculate,matched,,,,,,,,,TES
survey,63,,ind_age_0_5_n,calculation,sum(${ind_age_0_5}),sum(${ind_age_0_5}),matched,,,,,,,,,TES
survey,63,,ind_age_0_5_n,relevant,,,matched,,,,,,,,,TES
survey,63,,ind_age_0_5_n,constraint,,,matched,,,,,,,,,TES
